S/K,Maturity,Volatility,Rate,Labels,Prices,Strikes,Weight_0,Weight_1,Weight_2
1.5304795143821022,0.0027397260273972603,1.7402356738281248,0.01,2373.6,6734.10986328125,4400.0,1.0,0.0,0.0
1.4029395548502603,0.0027397260273972603,1.0000000000000003e-05,0.01,1940.17,6734.10986328125,4800.0,1.0,0.0,0.0
1.34682197265625,0.0027397260273972603,1.0000000000000003e-05,0.01,1851.6,6734.10986328125,5000.0,1.0,0.0,0.0
1.2470573820891204,0.0027397260273972603,1.0000000000000003e-05,0.01,1451.85,6734.10986328125,5400.0,1.0,0.0,0.0
1.2243836115056819,0.0027397260273972603,1.0000000000000003e-05,0.01,1235.79,6734.10986328125,5500.0,1.0,0.0,0.0
1.1814227830317983,0.0027397260273972603,1.0000000000000003e-05,0.01,1120.97,6734.10986328125,5700.0,1.0,0.0,0.0
1.1660796300054113,0.0027397260273972603,1.0000000000000003e-05,0.01,1045.99,6734.10986328125,5775.0,1.0,0.0,0.0
1.1223516438802084,0.0027397260273972603,1.0000000000000003e-05,0.01,826.31,6734.10986328125,6000.0,1.0,0.0,0.0
1.1039524366034836,0.0027397260273972603,1.0000000000000003e-05,0.01,662.9,6734.10986328125,6100.0,1.0,0.0,0.0
1.0949772135416667,0.0027397260273972603,1.0000000000000003e-05,0.01,606.07,6734.10986328125,6150.0,1.0,0.0,0.0
1.084397723555757,0.0027397260273972603,1.0000000000000003e-05,0.01,540.58,6734.10986328125,6210.0,1.0,0.0,0.0
1.077457578125,0.0027397260273972603,1.0000000000000003e-05,0.01,591.75,6734.10986328125,6250.0,1.0,0.0,0.0
1.0731649184511953,0.0027397260273972603,1.0000000000000003e-05,0.01,565.4,6734.10986328125,6275.0,1.0,0.0,0.0
1.0689063275049604,0.0027397260273972603,1.0000000000000003e-05,0.01,406.54,6734.10986328125,6300.0,1.0,0.0,0.0
1.0655237125445016,0.0027397260273972603,1.0000000000000003e-05,0.01,539.36,6734.10986328125,6320.0,1.0,0.0,0.0
1.063840420739534,0.0027397260273972603,1.0000000000000003e-05,0.01,519.42,6734.10986328125,6330.0,1.0,0.0,0.0
1.0621624390033517,0.0027397260273972603,1.0000000000000003e-05,0.01,519.78,6734.10986328125,6340.0,1.0,0.0,0.0
1.0604897422490158,0.0027397260273972603,1.0000000000000003e-05,0.01,471.6,6734.10986328125,6350.0,1.0,0.0,0.0
1.0588223055473664,0.0027397260273972603,1.0000000000000003e-05,0.01,489.54,6734.10986328125,6360.0,1.0,0.0,0.0
1.0538513088077073,0.0027397260273972603,1.0000000000000003e-05,0.01,476.28,6734.10986328125,6390.0,1.0,0.0,0.0
1.0522046661376954,0.0027397260273972603,1.0000000000000003e-05,0.01,364.23,6734.10986328125,6400.0,1.0,0.0,0.0
1.0505631611983228,0.0027397260273972603,1.0000000000000003e-05,0.01,456.43,6734.10986328125,6410.0,1.0,0.0,0.0
1.048926769981503,0.0027397260273972603,1.0000000000000003e-05,0.01,344.31,6734.10986328125,6420.0,1.0,0.0,0.0
1.048110484557393,0.0027397260273972603,1.0000000000000003e-05,0.01,364.56,6734.10986328125,6425.0,1.0,0.0,0.0
1.0472954686284992,0.0027397260273972603,1.0000000000000003e-05,0.01,383.32,6734.10986328125,6430.0,1.0,0.0,0.0
1.0456692334287656,0.0027397260273972603,1.0000000000000003e-05,0.01,415.4,6734.10986328125,6440.0,1.0,0.0,0.0
1.0440480408187984,0.0027397260273972603,1.0000000000000003e-05,0.01,306.68,6734.10986328125,6450.0,1.0,0.0,0.0
1.0424318673809985,0.0027397260273972603,1.0000000000000003e-05,0.01,399.47,6734.10986328125,6460.0,1.0,0.0,0.0
1.0408206898425425,0.0027397260273972603,1.0000000000000003e-05,0.01,385.75,6734.10986328125,6470.0,1.0,0.0,0.0
1.039214485074267,0.0027397260273972603,1.0000000000000003e-05,0.01,379.69,6734.10986328125,6480.0,1.0,0.0,0.0
1.0360169020432692,0.0027397260273972603,1.0000000000000003e-05,0.01,255.77,6734.10986328125,6500.0,1.0,0.0,0.0
1.0328389360860812,0.0027397260273972603,1.0000000000000003e-05,0.01,194.24,6734.10986328125,6520.0,1.0,0.0,0.0
1.032047488625479,0.0027397260273972603,1.0000000000000003e-05,0.01,293.15,6734.10986328125,6525.0,1.0,0.0,0.0
1.0312572531824273,0.0027397260273972603,1.0000000000000003e-05,0.01,288.35,6734.10986328125,6530.0,1.0,0.0,0.0
1.0281083760734733,0.0027397260273972603,1.0000000000000003e-05,0.01,194.63,6734.10986328125,6550.0,1.0,0.0,0.0
1.0265411376953124,0.0027397260273972603,1.0000000000000003e-05,0.01,203.8,6734.10986328125,6560.0,1.0,0.0,0.0
1.02419921875,0.0027397260273972603,1.0000000000000003e-05,0.01,281.64,6734.10986328125,6575.0,1.0,0.0,0.0
1.0234209518664514,0.0027397260273972603,1.0000000000000003e-05,0.01,230.7,6734.10986328125,6580.0,1.0,0.0,0.0
1.0218679610441959,0.0027397260273972603,1.0000000000000003e-05,0.01,113.24,6734.10986328125,6590.0,1.0,0.0,0.0
1.0210932317333208,0.0027397260273972603,1.0000000000000003e-05,0.01,110.08,6734.10986328125,6595.0,1.0,0.0,0.0
1.0203196762547349,0.0027397260273972603,1.0000000000000003e-05,0.01,136.0,6734.10986328125,6600.0,1.0,0.0,0.0
1.0195472919426571,0.0027397260273972603,1.0000000000000003e-05,0.01,133.28,6734.10986328125,6605.0,1.0,0.0,0.0
1.0187760761393723,0.0027397260273972603,0.11988184814453123,0.01,87.7,6734.10986328125,6610.0,1.0,0.0,0.0
1.0180060261952002,0.0027397260273972603,0.13501841552734378,0.01,93.13,6734.10986328125,6615.0,1.0,0.0,0.0
1.0172371394684667,0.0027397260273972603,0.13910773010253907,0.01,158.89,6734.10986328125,6620.0,1.0,0.0,0.0
1.0164694133254717,0.0027397260273972603,0.14795773925781253,0.01,130.82,6734.10986328125,6625.0,1.0,0.0,0.0
1.01570284514046,0.0027397260273972603,0.1524742956542969,0.01,138.69,6734.10986328125,6630.0,1.0,0.0,0.0
1.0149374322955915,0.0027397260273972603,0.15543447113037112,0.01,125.3,6734.10986328125,6635.0,1.0,0.0,0.0
1.014173172180911,0.0027397260273972603,0.1572655075073242,0.01,87.78,6734.10986328125,6640.0,1.0,0.0,0.0
1.013410062194319,0.0027397260273972603,0.16010361389160155,0.01,104.75,6734.10986328125,6645.0,1.0,0.0,0.0
1.0126480997415415,0.0027397260273972603,0.16280439254760742,0.01,120.3,6734.10986328125,6650.0,1.0,0.0,0.0
1.0118872822361007,0.0027397260273972603,0.16291120300292972,0.01,111.1,6734.10986328125,6655.0,1.0,0.0,0.0
1.0111276070992867,0.0027397260273972603,0.15929490615844727,0.01,96.0,6734.10986328125,6660.0,1.0,0.0,0.0
1.0103690717601275,0.0027397260273972603,0.1635520657348633,0.01,95.2,6734.10986328125,6665.0,1.0,0.0,0.0
1.0096116736553598,0.0027397260273972603,0.16190413299560547,0.01,78.58,6734.10986328125,6670.0,1.0,0.0,0.0
1.0088554102294007,0.0027397260273972603,0.16179732254028317,0.01,78.22,6734.10986328125,6675.0,1.0,0.0,0.0
1.008100278934319,0.0027397260273972603,0.16362072959899907,0.01,66.9,6734.10986328125,6680.0,1.0,0.0,0.0
1.0073462772298056,0.0027397260273972603,0.16287305641174318,0.01,76.12,6734.10986328125,6685.0,1.0,0.0,0.0
1.0065934025831464,0.0027397260273972603,0.16039352798461914,0.01,88.35,6734.10986328125,6690.0,1.0,0.0,0.0
1.0058416524691933,0.0027397260273972603,0.16145400321960449,0.01,56.95,6734.10986328125,6695.0,1.0,0.0,0.0
1.005091024370336,0.0027397260273972603,0.1612785289001465,0.01,55.4,6734.10986328125,6700.0,1.0,0.0,0.0
1.0043415157764728,0.0027397260273972603,0.15995865684509278,0.01,55.3,6734.10986328125,6705.0,1.0,0.0,0.0
1.0035931241849851,0.0027397260273972603,0.16019516571044923,0.01,46.4,6734.10986328125,6710.0,1.0,0.0,0.0
1.0028458471007073,0.0027397260273972603,0.15979081184387206,0.01,52.4,6734.10986328125,6715.0,1.0,0.0,0.0
1.0020996820359003,0.0027397260273972603,0.15877611251831059,0.01,39.6,6734.10986328125,6720.0,1.0,0.0,0.0
1.0013546265102231,0.0027397260273972603,0.15817339637756347,0.01,46.8,6734.10986328125,6725.0,1.0,0.0,0.0
1.0006106780507058,0.0027397260273972603,0.15693744682312014,0.01,49.5,6734.10986328125,6730.0,1.0,0.0,0.0
0.9998678341917223,0.0027397260273972603,0.15658649818420414,0.01,31.41,6734.10986328125,6735.0,1.0,0.0,0.0
0.9991260924749629,0.0027397260273972603,0.1555870574951172,0.01,28.78,6734.10986328125,6740.0,1.0,0.0,0.0
0.998385450449407,0.0027397260273972603,0.1549461947631836,0.01,25.8,6734.10986328125,6745.0,1.0,0.0,0.0
0.9976459056712963,0.0027397260273972603,0.15312278770446783,0.01,30.6,6734.10986328125,6750.0,1.0,0.0,0.0
0.9969074557041081,0.0027397260273972603,0.1521538642883301,0.01,21.5,6734.10986328125,6755.0,1.0,0.0,0.0
0.9961700981185281,0.0027397260273972603,0.15154351882934575,0.01,20.1,6734.10986328125,6760.0,1.0,0.0,0.0
0.9954338304924243,0.0027397260273972603,0.14968196517944338,0.01,17.86,6734.10986328125,6765.0,1.0,0.0,0.0
0.9946986504108198,0.0027397260273972603,0.14927761131286624,0.01,17.5,6734.10986328125,6770.0,1.0,0.0,0.0
0.9939645554658672,0.0027397260273972603,0.14815610153198244,0.01,13.2,6734.10986328125,6775.0,1.0,0.0,0.0
0.9932315432568215,0.0027397260273972603,0.14624877197265623,0.01,12.3,6734.10986328125,6780.0,1.0,0.0,0.0
0.9924996113900147,0.0027397260273972603,0.14600463378906248,0.01,11.82,6734.10986328125,6785.0,1.0,0.0,0.0
0.9917687574788292,0.0027397260273972603,0.1450280810546875,0.01,10.6,6734.10986328125,6790.0,1.0,0.0,0.0
0.9910389791436718,0.0027397260273972603,0.1439294592285156,0.01,9.3,6734.10986328125,6795.0,1.0,0.0,0.0
0.9903102740119485,0.0027397260273972603,0.14196109512329103,0.01,7.5,6734.10986328125,6800.0,1.0,0.0,0.0
0.9895826397180382,0.0027397260273972603,0.14223575057983395,0.01,6.6,6734.10986328125,6805.0,1.0,0.0,0.0
0.9888560739032672,0.0027397260273972603,0.143563251953125,0.01,5.4,6734.10986328125,6810.0,1.0,0.0,0.0
0.9881305742158841,0.0027397260273972603,0.13959600646972659,0.01,4.7,6734.10986328125,6815.0,1.0,0.0,0.0
0.9874061383110337,0.0027397260273972603,0.13938238555908206,0.01,3.6,6734.10986328125,6820.0,1.0,0.0,0.0
0.9866827638507326,0.0027397260273972603,0.13834479827880858,0.01,3.1,6734.10986328125,6825.0,1.0,0.0,0.0
0.9859604485038433,0.0027397260273972603,0.13953497192382813,0.01,2.8,6734.10986328125,6830.0,1.0,0.0,0.0
0.9852391899460498,0.0027397260273972603,0.1395044546508789,0.01,2.46,6734.10986328125,6835.0,1.0,0.0,0.0
0.9845189858598319,0.0027397260273972603,0.1386499710083008,0.01,1.9,6734.10986328125,6840.0,1.0,0.0,0.0
0.9837998339344411,0.0027397260273972603,0.13770393554687502,0.01,1.55,6734.10986328125,6845.0,1.0,0.0,0.0
0.9830817318658759,0.0027397260273972603,0.13773445281982422,0.01,1.3,6734.10986328125,6850.0,1.0,0.0,0.0
0.9823646773568563,0.0027397260273972603,0.13922979919433598,0.01,1.15,6734.10986328125,6855.0,1.0,0.0,0.0
0.9816486681168003,0.0027397260273972603,0.13904669555664065,0.01,0.95,6734.10986328125,6860.0,1.0,0.0,0.0
0.980933701861799,0.0027397260273972603,0.1394739373779297,0.01,0.85,6734.10986328125,6865.0,1.0,0.0,0.0
0.9802197763145925,0.0027397260273972603,0.1408166973876953,0.01,0.75,6734.10986328125,6870.0,1.0,0.0,0.0
0.9795068892045454,0.0027397260273972603,0.14173221557617188,0.01,0.6,6734.10986328125,6875.0,1.0,0.0,0.0
0.9787950382676236,0.0027397260273972603,0.1420984228515625,0.01,0.8,6734.10986328125,6880.0,1.0,0.0,0.0
0.978084221246369,0.0027397260273972603,0.14411256286621094,0.01,0.45,6734.10986328125,6885.0,1.0,0.0,0.0
0.9773744358898766,0.0027397260273972603,0.1433801483154297,0.01,0.35,6734.10986328125,6890.0,1.0,0.0,0.0
0.9766656799537708,0.0027397260273972603,0.1445398046875,0.01,0.55,6734.10986328125,6895.0,1.0,0.0,0.0
0.9759579512001811,0.0027397260273972603,0.14838498107910159,0.01,0.3,6734.10986328125,6900.0,1.0,0.0,0.0
0.9752512473977191,0.0027397260273972603,0.14905636108398437,0.01,0.25,6734.10986328125,6905.0,1.0,0.0,0.0
0.9745455663214544,0.0027397260273972603,0.14930049926757813,0.01,0.22,6734.10986328125,6910.0,1.0,0.0,0.0
0.9738409057528923,0.0027397260273972603,0.15284050292968754,0.01,0.2,6734.10986328125,6915.0,1.0,0.0,0.0
0.9731372634799494,0.0027397260273972603,0.15650257568359377,0.01,0.15,6734.10986328125,6920.0,1.0,0.0,0.0
0.9724346372969314,0.0027397260273972603,0.1557701611328125,0.01,0.15,6734.10986328125,6925.0,1.0,0.0,0.0
0.9717330250045094,0.0027397260273972603,0.15943223388671873,0.01,0.15,6734.10986328125,6930.0,1.0,0.0,0.0
0.9710324244096972,0.0027397260273972603,0.16285016845703126,0.01,0.1,6734.10986328125,6935.0,1.0,0.0,0.0
0.9703328333258285,0.0027397260273972603,0.16089706298828127,0.01,0.15,6734.10986328125,6940.0,1.0,0.0,0.0
0.9696342495725342,0.0027397260273972603,0.16431499755859375,0.01,0.1,6734.10986328125,6945.0,1.0,0.0,0.0
0.9689366709757194,0.0027397260273972603,0.16773293212890628,0.01,0.1,6734.10986328125,6950.0,1.0,0.0,0.0
0.9682400953675413,0.0027397260273972603,0.17115086669921875,0.01,0.15,6734.10986328125,6955.0,1.0,0.0,0.0
0.9675445205863865,0.0027397260273972603,0.17456880126953128,0.01,0.05,6734.10986328125,6960.0,1.0,0.0,0.0
0.9668499444768486,0.0027397260273972603,0.17798673583984376,0.01,0.1,6734.10986328125,6965.0,1.0,0.0,0.0
0.9661563648897059,0.0027397260273972603,0.18116053222656248,0.01,0.1,6734.10986328125,6970.0,1.0,0.0,0.0
0.9654637796818997,0.0027397260273972603,0.176766044921875,0.01,0.09,6734.10986328125,6975.0,1.0,0.0,0.0
0.9647721867165114,0.0027397260273972603,0.18799640136718748,0.01,0.05,6734.10986328125,6980.0,1.0,0.0,0.0
0.9640815838627416,0.0027397260273972603,0.18335777587890623,0.01,0.05,6734.10986328125,6985.0,1.0,0.0,0.0
0.963391968995887,0.0027397260273972603,0.186531572265625,0.01,0.07,6734.10986328125,6990.0,1.0,0.0,0.0
0.9627033399973195,0.0027397260273972603,0.18970536865234378,0.01,0.05,6734.10986328125,6995.0,1.0,0.0,0.0
0.9620156947544642,0.0027397260273972603,0.1928791650390625,0.01,0.05,6734.10986328125,7000.0,1.0,0.0,0.0
0.9613290311607781,0.0027397260273972603,0.196297099609375,0.01,0.05,6734.10986328125,7005.0,1.0,0.0,0.0
0.9606433471157275,0.0027397260273972603,0.1992267578125,0.01,0.05,6734.10986328125,7010.0,1.0,0.0,0.0
0.9599586405247683,0.0027397260273972603,0.20264469238281246,0.01,0.2,6734.10986328125,7015.0,1.0,0.0,0.0
0.9592749092993234,0.0027397260273972603,0.20557435058593748,0.01,0.2,6734.10986328125,7020.0,1.0,0.0,0.0
0.9585921513567616,0.0027397260273972603,0.20899228515624996,0.01,0.1,6734.10986328125,7025.0,1.0,0.0,0.0
0.9579103646203769,0.0027397260273972603,0.21192194335937498,0.01,0.1,6734.10986328125,7030.0,1.0,0.0,0.0
0.9572295470193675,0.0027397260273972603,0.21509573974609375,0.01,0.1,6734.10986328125,7035.0,1.0,0.0,0.0
0.9565496964888139,0.0027397260273972603,0.21826953613281247,0.01,0.03,6734.10986328125,7040.0,1.0,0.0,0.0
0.9558708109696593,0.0027397260273972603,0.2211991943359375,0.01,0.05,6734.10986328125,7045.0,1.0,0.0,0.0
0.955192888408688,0.0027397260273972603,0.22461712890624996,0.01,0.1,6734.10986328125,7050.0,1.0,0.0,0.0
0.9545159267585046,0.0027397260273972603,0.22754678710937498,0.01,0.05,6734.10986328125,7055.0,1.0,0.0,0.0
0.9538399239775142,0.0027397260273972603,0.23072058349609376,0.01,0.1,6734.10986328125,7060.0,1.0,0.0,0.0
0.9524907868856082,0.0027397260273972603,0.2368240380859375,0.01,0.1,6734.10986328125,7070.0,1.0,0.0,0.0
0.951817648520318,0.0027397260273972603,0.24024197265624997,0.01,0.1,6734.10986328125,7075.0,1.0,0.0,0.0
0.9511454609154308,0.0027397260273972603,0.243171630859375,0.01,0.1,6734.10986328125,7080.0,1.0,0.0,0.0
0.949803929940938,0.0027397260273972603,0.24927508544921873,0.01,0.1,6734.10986328125,7090.0,1.0,0.0,0.0
0.9484661779269367,0.0027397260273972603,0.2553785400390626,0.01,0.1,6734.10986328125,7100.0,1.0,0.0,0.0
0.9471321889284459,0.0027397260273972603,0.2617261328125,0.01,0.1,6734.10986328125,7110.0,1.0,0.0,0.0
0.9458019470900632,0.0027397260273972603,0.26758544921875,0.01,0.1,6734.10986328125,7120.0,1.0,0.0,0.0
0.9451382264254385,0.0027397260273972603,0.270515107421875,0.01,0.1,6734.10986328125,7125.0,1.0,0.0,0.0
0.9418335473120629,0.0027397260273972603,0.28565167480468745,0.01,0.1,6734.10986328125,7150.0,1.0,0.0,0.0
0.9385518973214285,0.0027397260273972603,0.3007882421875,0.01,0.09,6734.10986328125,7175.0,1.0,0.0,0.0
0.9352930365668403,0.0027397260273972603,0.3154365332031249,0.01,0.05,6734.10986328125,7200.0,1.0,0.0,0.0
0.932056728481834,0.0027397260273972603,0.3305731005859375,0.01,0.1,6734.10986328125,7225.0,1.0,0.0,0.0
0.9288427397629311,0.0027397260273972603,0.32520206054687495,0.01,0.1,6734.10986328125,7250.0,1.0,0.0,0.0
0.9256508403135739,0.0027397260273972603,0.35938140625,0.01,3.32,6734.10986328125,7275.0,1.0,0.0,0.0
0.9224808031892123,0.0027397260273972603,0.352545537109375,0.01,0.05,6734.10986328125,7300.0,1.0,0.0,0.0
0.9193324045435154,0.0027397260273972603,0.366217275390625,0.01,0.05,6734.10986328125,7325.0,1.0,0.0,0.0
0.9162054235756802,0.0027397260273972603,0.379889013671875,0.01,0.1,6734.10986328125,7350.0,1.0,0.0,0.0
0.9100148463893581,0.0027397260273972603,0.4062559375,0.01,0.05,6734.10986328125,7400.0,1.0,0.0,0.0
0.8978813151041667,0.0027397260273972603,0.45898978515625005,0.01,0.05,6734.10986328125,7500.0,1.0,0.0,0.0
0.8860670872738486,0.0027397260273972603,0.5107470800781251,0.01,0.05,6734.10986328125,7600.0,1.0,0.0,0.0
0.863347418369391,0.0027397260273972603,0.5820354296875,0.01,0.05,6734.10986328125,7800.0,1.0,0.0,0.0
0.8417637329101563,0.0027397260273972603,0.6718782812500002,0.01,0.1,6734.10986328125,8000.0,1.0,0.0,0.0
0.82123291015625,0.0027397260273972603,0.7617211328125001,0.01,0.1,6734.10986328125,8200.0,1.0,0.0,0.0
0.7830360306140989,0.0027397260273972603,0.929688203125,0.01,0.1,6734.10986328125,8600.0,1.0,0.0,0.0
2.405039236886161,0.0027397260273972603,3.1875020312499998,0.01,0.08,6734.10986328125,2800.0,1.0,0.0,0.0
2.2447032877604167,0.0027397260273972603,2.9531276171874996,0.01,0.05,6734.10986328125,3000.0,1.0,0.0,0.0
1.980620548023897,0.0027397260273972603,2.50781623046875,0.01,0.05,6734.10986328125,3400.0,1.0,0.0,0.0
1.7721341745476973,0.0027397260273972603,2.1171922070312497,0.01,0.1,6734.10986328125,3800.0,1.0,0.0,0.0
1.6835274658203125,0.0027397260273972603,1.9375003125,0.01,0.2,6734.10986328125,4000.0,1.0,0.0,0.0
1.6033594912574405,0.0027397260273972603,1.765626171875,0.01,0.05,6734.10986328125,4200.0,1.0,0.0,0.0
1.5304795143821022,0.0027397260273972603,1.5937520312499998,0.01,0.05,6734.10986328125,4400.0,1.0,0.0,0.0
1.4639369268002718,0.0027397260273972603,1.4375028125,0.01,0.03,6734.10986328125,4600.0,1.0,0.0,0.0
1.4029395548502603,0.0027397260273972603,1.2851598242187499,0.01,0.05,6734.10986328125,4800.0,1.0,0.0,0.0
1.34682197265625,0.0027397260273972603,1.140629296875,0.01,0.05,6734.10986328125,5000.0,1.0,0.0,0.0
1.2950211275540866,0.0027397260273972603,0.9960937890625,0.01,0.05,6734.10986328125,5200.0,1.0,0.0,0.0
1.2470573820891204,0.0027397260273972603,0.85937640625,0.01,0.05,6734.10986328125,5400.0,1.0,0.0,0.0
1.2243836115056819,0.0027397260273972603,0.8320329296874999,0.01,0.1,6734.10986328125,5500.0,1.0,0.0,0.0
1.2025196184430804,0.0027397260273972603,0.7617211328125001,0.01,0.15,6734.10986328125,5600.0,1.0,0.0,0.0
1.1814227830317983,0.0027397260273972603,0.6953155468750001,0.01,0.15,6734.10986328125,5700.0,1.0,0.0,0.0
1.1762637315775109,0.0027397260273972603,0.6777375976562501,0.01,0.15,6734.10986328125,5725.0,1.0,0.0,0.0
1.1711495414402173,0.0027397260273972603,0.6601596484375001,0.01,0.15,6734.10986328125,5750.0,1.0,0.0,0.0
1.1660796300054113,0.0027397260273972603,0.6425816992187501,0.01,0.15,6734.10986328125,5775.0,1.0,0.0,0.0
1.1610534247036637,0.0027397260273972603,0.64648791015625,0.01,0.17,6734.10986328125,5800.0,1.0,0.0,0.0
1.1560703627950644,0.0027397260273972603,0.629886513671875,0.01,0.2,6734.10986328125,5825.0,1.0,0.0,0.0
1.151129891159188,0.0027397260273972603,0.6123085644531252,0.01,0.2,6734.10986328125,5850.0,1.0,0.0,0.0
1.1462314660904256,0.0027397260273972603,0.6103554589843752,0.01,0.25,6734.10986328125,5875.0,1.0,0.0,0.0
1.1413745530985169,0.0027397260273972603,0.5927775097656252,0.01,0.2,6734.10986328125,5900.0,1.0,0.0,0.0
1.136558626714135,0.0027397260273972603,0.5751995605468749,0.01,0.25,6734.10986328125,5925.0,1.0,0.0,0.0
1.1317831702993697,0.0027397260273972603,0.5576216113281252,0.01,0.25,6734.10986328125,5950.0,1.0,0.0,0.0
1.1270476758629706,0.0027397260273972603,0.5400436621093752,0.01,0.35,6734.10986328125,5975.0,1.0,0.0,0.0
1.1223516438802084,0.0027397260273972603,0.5224657128906249,0.01,0.3,6734.10986328125,6000.0,1.0,0.0,0.0
1.1176945831172198,0.0027397260273972603,0.51562984375,0.01,0.31,6734.10986328125,6025.0,1.0,0.0,0.0
1.1130760104597108,0.0027397260273972603,0.5063525927734375,0.01,0.33,6734.10986328125,6050.0,1.0,0.0,0.0
1.1084954507458848,0.0027397260273972603,0.5024463818359376,0.01,0.35,6734.10986328125,6075.0,1.0,0.0,0.0
1.1039524366034836,0.0027397260273972603,0.48438015625,0.01,0.41,6734.10986328125,6100.0,1.0,0.0,0.0
1.0994465082908162,0.0027397260273972603,0.46582565429687506,0.01,0.55,6734.10986328125,6125.0,1.0,0.0,0.0
1.0949772135416667,0.0027397260273972603,0.4580132324218751,0.01,0.45,6734.10986328125,6150.0,1.0,0.0,0.0
1.0905441074139677,0.0027397260273972603,0.43945873046875,0.01,0.5,6734.10986328125,6175.0,1.0,0.0,0.0
1.086146752142137,0.0027397260273972603,0.42090422851562503,0.01,0.2,6734.10986328125,6200.0,1.0,0.0,0.0
1.084397723555757,0.0027397260273972603,0.42188078125,0.01,0.55,6734.10986328125,6210.0,1.0,0.0,0.0
1.0826543188555064,0.0027397260273972603,0.41431249755859373,0.01,0.55,6734.10986328125,6220.0,1.0,0.0,0.0
1.081784716992972,0.0027397260273972603,0.41040628662109374,0.01,0.61,6734.10986328125,6225.0,1.0,0.0,0.0
1.0809165109600722,0.0027397260273972603,0.4067442138671875,0.01,0.6,6734.10986328125,6230.0,1.0,0.0,0.0
1.0791842729617387,0.0027397260273972603,0.3991759301757813,0.01,0.25,6734.10986328125,6240.0,1.0,0.0,0.0
1.077457578125,0.0027397260273972603,0.39160764648437496,0.01,0.2,6734.10986328125,6250.0,1.0,0.0,0.0
1.0757363998851837,0.0027397260273972603,0.39087523193359375,0.01,0.3,6734.10986328125,6260.0,1.0,0.0,0.0
1.0740207118470892,0.0027397260273972603,0.3833069482421875,0.01,0.7,6734.10986328125,6270.0,1.0,0.0,0.0
